,PeakID (cmd=annotatePeaks.pl peakcall_strict/Ty-N_summits.bed dm6 -annStats peak_annotation/Ty-N_stats.txt),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type,CG_number,FBgn_ID
918,Ty-N_peak_442,chr3L,501194,501194,+,30.80055,,promoter-TSS (NM_001103994),promoter-TSS (NM_001103994),229,NM_001103995,5740141,Dm.25914,NM_001103995,,CG34268,Dmel\CG34268,uncharacterized protein,protein-coding,CG34268,FBgn0085297
919,Ty-N_peak_829,chr3R,16205668,16205668,+,30.63613,,promoter-TSS (NM_080496),promoter-TSS (NM_080496),-418,NM_080496,41968,Dm.5334,NM_080496,,mtSSB,0046/13|CG4337|Dmel\CG4337|DmmtSSB|SSB|SSB_DROME|c3a|lopo,mitochondrial single stranded DNA-binding protein,protein-coding,CG4337,FBgn0010438
920,Ty-N_peak_621,chr3L,16610487,16610487,+,30.63613,,promoter-TSS (NM_079391),promoter-TSS (NM_079391),-69,NM_079391,39855,Dm.2536,NM_079391,,Prosbeta6,Beta-6|CG4097|DTS-5|DTS5|Dmel\CG4097|PSB1_DROME|PSMB1|Pros26|Pros26-DTS|b6|beta-6|beta6|beta6_dm|l(3)73Ai|l(3)DTS-5|l(3)DTS5|pros26|pros26B|pros26beta6,Proteasome beta6 subunit,protein-coding,CG4097,FBgn0002284
923,Ty-N_peak_109,chr2L,12424613,12424613,+,30.59809,,promoter-TSS (NM_135720),promoter-TSS (NM_135720),-291,NM_135720,34654,Dm.3936,NM_135720,,CG6405,Dmel\CG6405,CG6405,protein-coding,CG6405,FBgn0032428
925,Ty-N_peak_313,chr2R,13439462,13439462,+,30.59809,,promoter-TSS (NM_001144182),promoter-TSS (NM_001144182),-411,NM_165984,36488,Dm.7647,NM_137029,,CG42321,CG17034|CG30061|DmCG42321|Dmel\CG42321|Dmel_CG17034|Dmel_CG30061|anon-WO0153538.54,uncharacterized protein,protein-coding,CG42321,FBgn0259221
926,Ty-N_peak_339,chr2R,16153169,16153169,+,30.59809,,promoter-TSS (NR_133125),promoter-TSS (NR_133125),642,NR_133124,26067314,,NR_133124,,CR45993,Dmel\CR45993,ncRNA,ncRNA,CR45993,FBgn0267655
928,Ty-N_peak_409,chr2R,24174251,24174251,+,30.41148,,promoter-TSS (NM_001014547),promoter-TSS (NM_001014547),190,NM_080380,37872,Dm.5214,NM_080380,,mRpS17,CG4326|Dmel\CG4326|MRP-S17,mitochondrial ribosomal protein S17,protein-coding,CG4326,FBgn0034986
932,Ty-N_peak_319,chr2R,14141344,14141344,+,30.0749,,promoter-TSS (NM_137081),promoter-TSS (NM_137081),-442,NM_001259386,50225,Dm.19025,NM_137081,,Prosap,BcDNA:GH23107|CG13354|CG30483|CG8122|D-ProSAP|Dmel\CG30483|ProSAP|Shank|anon-WO0118547.149|prosap,prosap,protein-coding,CG13354,FBgn0040752
933,Ty-N_peak_758,chr3R,7886831,7886831,+,29.85844,,promoter-TSS (NM_001170070),promoter-TSS (NM_001170070),-98,NM_169198,40928,Dm.1092,NM_141487,,CG17816,Dmel\CG17816,uncharacterized protein,protein-coding,CG17816,FBgn0037525
937,Ty-N_peak_21,chr2L,2808134,2808134,+,29.85844,,promoter-TSS (NM_078737),promoter-TSS (NM_078737),-188,NM_078737,33474,Dm.6843,NM_078737,,daw,ALP23B|Alp|Alp23B|Alp23b|CG16987|DAW|Daw|Dmel\CG16987|cg16987,dawdle,protein-coding,CG16987,FBgn0031461
939,Ty-N_peak_858,chr3R,21295878,21295878,+,29.85844,,promoter-TSS (NR_074036),promoter-TSS (NR_074036),-249,NR_048444,3772547,,NR_002067,,Hsromega,CR31400|Dmel\CR31400|HSRomega|Hsr-omega|Hsr93D|Hsromega-n|er3|hrsomega|hsr omega|hsr-omega|hsromega|hsrw|l(3)05241|l(3)93De|l(3)er3|n(3)05241,Heat shock RNA omega,ncRNA,CR31400,FBgn0001234
941,Ty-N_peak_795,chr3R,12094734,12094734,+,29.85844,,promoter-TSS (NM_169451),promoter-TSS (NM_169451),-142,NM_169451,41470,Dm.12991,NM_169451,,dpr17,CG14737|CG14738|CG31361|CT34531|Dmel\CG31361|Dpr-17|Dpr17,defective proboscis extension response 17,protein-coding,CG14737,FBgn0051361
944,Ty-N_peak_489,chr3L,5139300,5139300,+,29.85844,,promoter-TSS (NM_139691),promoter-TSS (NM_139691),95,NM_139691,38600,Dm.25444,NM_139691,,Prpk,CG10673|Dm bud32|Dmel\CG10673,p53-related protein kinase,protein-coding,CG10673,FBgn0035590
945,Ty-N_peak_14,chr2L,1611474,1611474,+,29.80876,,promoter-TSS (NM_134765),promoter-TSS (NM_134765),64,NM_134765,33341,Dm.5941,NM_134765,,CG14352,Dmel\CG14352,uncharacterized protein,protein-coding,CG14352,FBgn0031351
952,Ty-N_peak_811,chr3R,14316268,14316268,+,29.12441,,promoter-TSS (NM_001260171),promoter-TSS (NM_001260171),-74,NM_001260171,41743,Dm.36781,NM_142097,,PR-Set7,CG3307|Dmel\CG3307|PR-SET7|PR/SET07|PRSET7|Pr-set-7|PrSet7|SET8|Set7|Set8|dPR-Set7|dSET8|dSet8|l(3)neo41|pr-Set7|pr-set7,PR/SET domain containing protein 7,protein-coding,CG3307,FBgn0011474
953,Ty-N_peak_1119,chrX,8152328,8152328,+,29.12441,,promoter-TSS (NM_132225),promoter-TSS (NM_132225),-53,NM_132224,31744,Dm.11050,NM_132224,,Gbeta5,CG10763|Dmel\CG10763|GNB5|G[[beta5]]|G[[beta]]|Gbeta|Gbeta 5|Gbetagamma,Gbeta5,protein-coding,CG10763,FBgn0030011
954,Ty-N_peak_482,chr3L,4259213,4259213,+,29.12441,,promoter-TSS (NM_139623),promoter-TSS (NM_139623),-61,NM_139622,38518,Dm.15698,NM_139622,,CG15011,Dmel\CG15011|cg15011,uncharacterized protein,protein-coding,CG15011,FBgn0035518
956,Ty-N_peak_391,chr2R,21645715,21645715,+,29.12441,,promoter-TSS (NM_166466),promoter-TSS (NM_166466),-462,NM_166466,37465,Dm.21261,NM_137751,,CG10082,Dmel\CG10082|anon-WO0172774.149|dmIP6K,uncharacterized protein,protein-coding,CG10082,FBgn0034644
957,Ty-N_peak_209,chr2L,20494571,20494571,+,29.12441,,promoter-TSS (NM_001038840),promoter-TSS (NM_001038840),-459,NM_001038840,3885610,,NM_001038840,,CG34007,BP1020|Dmel\CG34007,uncharacterized protein,protein-coding,CG34007,FBgn0054007
964,Ty-N_peak_538,chr3L,9451005,9451005,+,28.51488,,promoter-TSS (NM_168344),promoter-TSS (NM_168344),567,NM_140059,39094,Dm.31182,NM_140059,,CG3448,Dmel\CG3448,CG3448,protein-coding,CG3448,FBgn0035996
966,Ty-N_peak_1100,chrX,5764137,5764137,+,28.39604,,promoter-TSS (NM_176688),promoter-TSS (NM_176688),66,NM_176688,44573,Dm.1442,NM_080030,,MAPk-Ak2,CG3086|DmMAPKAPK-2|Dmel\CG3086|MAPKAP|MAPKAPK-2|MK2|dMK2,MAP kinase activated protein-kinase-2,protein-coding,CG3086,FBgn0013987
969,Ty-N_peak_667,chr3L,19750031,19750031,+,28.39604,,promoter-TSS (NM_001170001).2,promoter-TSS (NM_001170001).2,-287,NM_140888,40152,Dm.1001,NM_140888,,Trpml,CG8743|CT25240|DmTRPML|Dmel\CG8743|TRPML|l(3)76BDi|trpml,"Transient receptor potential cation channel, mucolipin",protein-coding,CG8743,FBgn0262516
971,Ty-N_peak_247,chr2R,6676231,6676231,+,28.27821,,promoter-TSS (NM_136380),promoter-TSS (NM_136380),-230,NM_136380,35571,Dm.18585,NM_136380,,CG17266,Dmel\CG17266,uncharacterized protein,protein-coding,CG17266,FBgn0033089
974,Ty-N_peak_913,chr3R,26876715,26876715,+,27.90416,,promoter-TSS (NM_001014677),promoter-TSS (NM_001014677),85,NM_143254,43233,Dm.5470,NM_143254,,CG5500,Dmel\CG5500,CG5500,protein-coding,CG5500,FBgn0039461
977,Ty-N_peak_915,chr3R,27160406,27160406,+,27.67274,,promoter-TSS (NM_143287),promoter-TSS (NM_143287),-752,NM_143287,43274,Dm.11099,NM_143287,,CG5909,Dmel\CG5909|SP8|c-SP8,CG5909,protein-coding,CG5909,FBgn0039495
978,Ty-N_peak_302,chr2R,12528316,12528316,+,27.67274,,promoter-TSS (NM_165913),promoter-TSS (NM_165913),-737,NM_001299424,36377,,NM_078992,,fra,CG8581|CT24981|DCC|Dmel\CG8581|Fra,frazzled,protein-coding,CG8581,FBgn0011592
980,Ty-N_peak_290,chr2R,11232937,11232937,+,27.67274,,promoter-TSS (NM_001144171),promoter-TSS (NM_001144171),-421,NM_001144170,36176,Dm.12548,NM_136798,,metro,CG13219|CG18338|CG30021|Dmel\CG30021|FBgn0050021|Metro|skf|skiff,menage a trois,protein-coding,CG13219,FBgn0050021
981,Ty-N_peak_231,chr2L,21828509,21828509,+,27.67274,,promoter-TSS (NM_078891),promoter-TSS (NM_078891),-84,NM_078891,35430,Dm.6988,NM_078891,,tsh,CG1374|Dmel\CG1374|T shirt|Tsh|ae|ae[l]|l(2)04319|l(2)B4-2-12,teashirt,protein-coding,CG1374,FBgn0003866
984,Ty-N_peak_766,chr3R,8932052,8932052,+,27.67274,,promoter-TSS (NM_170646),promoter-TSS (NM_170646),-156,NM_170646,41062,Dm.7093,NM_057349,,pyd,CG11782|CG11962|CG12409|CG31349|CG43140|CG9729|CG9731|CG9763|CT36877|DZO-1|Dmel\CG43140|Dmel_CG31349|Dmel_CG9731|Pch|Pyd|Pyd/ZO-1|Tamou|ZO-1|ZO1|dzo-1|pyd(Z01)|tam|xvt,polychaetoid,protein-coding,CG11782,FBgn0262614
993,Ty-N_peak_214,chr2L,20886332,20886332,+,27.13046,,promoter-TSS (NM_001169555),promoter-TSS (NM_001169555),-356,NM_001169555,35359,Dm.2151,NM_136229,,sky,CG14399|CG9339|CG9340|Dmel\CG9339|anon-WO0118547.455,skywalker,protein-coding,CG14399,FBgn0032901
994,Ty-N_peak_3,chr2L,129391,129391,+,27.05366,,promoter-TSS (NM_001038776),promoter-TSS (NM_001038776),-146,NM_001038776,33171,Dm.239,NM_134650,,CG3164,BEST:CK02656|CK02656|Dmel\CG3164,CG3164,protein-coding,CG3164,FBgn0025683
995,Ty-N_peak_763,chr3R,8306258,8306258,+,26.97101,,promoter-TSS (NM_141526),promoter-TSS (NM_141526),-984,NM_141526,40982,Dm.5787,NM_141526,,Sgt1,CG9617|DmSgt1|Dmel\CG9617|Q9VHT3|l(3)s2383|sgt1,suppressor-of-G2-allele-of-skp1,protein-coding,CG9617,FBgn0265101
996,Ty-N_peak_299,chr2R,12044671,12044671,+,26.95545,,promoter-TSS (NM_001273980),promoter-TSS (NM_001273980),59,NM_001273980,36290,Dm.2965,NM_136877,,Drep1,CG8357|DREP-1|DREP-1/dICAD|Dmel\CG8357|Drep-1|ICAD|ICAD/DREP-1|Rep1|dICAD|drep1,DNA fragmentation factor-related protein 1,protein-coding,CG8357,FBgn0024732
997,Ty-N_peak_843,chr3R,18049530,18049530,+,26.95545,,promoter-TSS (NM_169785),promoter-TSS (NM_169785),-164,NM_169785,42160,Dm.7690,NM_079670,,htl,CG7223|CT22273|CT39172|DFGF-R1|DFGF-R2|DFR-1|DFR1|DFR1/DFGF-R2|DPR3|DTRK(FR1)|Dfr-1|Dfr1|DmHD-38|Dmel\CG7223|Dtk1|EMS2|FGF-R2|FGFR|FGFR2|FR1|Fr1|HD-38|HTL/FGFR1|Htl|Tk1|dtk1|i100|i150|i79|j372,heartless,protein-coding,CG7223,FBgn0010389
1000,Ty-N_peak_261,chr2R,7727155,7727155,+,26.95545,,promoter-TSS (NM_001259262),promoter-TSS (NM_001259262),355,NM_165553,59173,Dm.11989,NM_165552,,CG18812,CG12040|CG18813|Dmel\CG18812,uncharacterized protein,protein-coding,CG18812,FBgn0042135
1001,Ty-N_peak_15,chr2L,1667762,1667762,+,26.95545,,promoter-TSS (NM_164428),promoter-TSS (NM_164428),-85,NM_134766,33343,Dm.3973,NM_134766,,chinmo,CG10871|CG17156|CG17649|CG31666|Chinmo|Dmel\CG31666|F|l(2)04111,Chronologically inappropriate morphogenesis,protein-coding,CG10871,FBgn0086758
1005,Ty-N_peak_1223,chrX,23096735,23096735,+,26.9362,,promoter-TSS (NM_001144067),promoter-TSS (NM_001144067),0,NM_001144067,5740457,Dm.5877,NM_001111000,,CG17162,CG40460|Dmel\CG17162|FBgn0058460|anon-20Ea,uncharacterized protein,protein-coding,CG17162,FBgn0039944
1013,Ty-N_peak_215,chr2L,20918200,20918200,+,26.4394,,promoter-TSS (NM_001273721),promoter-TSS (NM_001273721),731,NM_136229,35359,Dm.2151,NM_136229,,sky,CG14399|CG9339|CG9340|Dmel\CG9339|anon-WO0118547.455,skywalker,protein-coding,CG14399,FBgn0032901
1015,Ty-N_peak_806,chr3R,12985972,12985972,+,26.34176,,promoter-TSS (NM_001104294),promoter-TSS (NM_001104294),-69,NM_001104293,41592,Dm.11941,NM_001104293,,CG31342,CG18551|CG7472|Dmel\CG31342,uncharacterized protein,protein-coding,CG31342,FBgn0051342
1017,Ty-N_peak_151,chr2L,16287849,16287849,+,26.24329,,promoter-TSS (NM_135939),promoter-TSS (NM_135939),-119,NM_057257,34956,Dm.6530,NM_057257,,crp,35F(AT)[[17]]|AP-4|AP4|BG:DS02740.3|CG7664|Dmel\CG7664|MS:35F.AT17|bHLHe63|dAP-4|l(2)00232|l(2)35Fd|l(2)SH1614|l(2)SH2 1614|l(2)k00809|l(2)k03505,cropped,protein-coding,CG7664,FBgn0001994
1018,Ty-N_peak_376,chr2R,20943863,20943863,+,26.24329,,promoter-TSS (NM_079076),promoter-TSS (NM_079076),-158,NM_079076,37368,Dm.36749,NM_079076,,Act57B,Act57|Act57A|Act57b|Actin|ArpE|BEST:RE38067|C|CG10067|CG30294|Dmel\CG10067|M|T10|act 57A|act57A|act57B|act57b|actin|anon-EST:CL2c12|chr2R:16452771..16452966,Actin 57B,protein-coding,CG10067,FBgn0000044
1019,Ty-N_peak_878,chr3R,23962997,23962997,+,26.24329,,promoter-TSS (NM_001104425),promoter-TSS (NM_001104425),-183,NM_142942,42836,Dm.1306,NM_142942,,CG31140,CG13600|CG31452|CG5875|DGKt|Dmel\CG31140,uncharacterized protein,protein-coding,CG31140,FBgn0051140
1020,Ty-N_peak_936,chr3R,30460131,30460131,+,26.24329,,promoter-TSS (NM_170491),promoter-TSS (NM_170491),-336,NM_170489,43618,Dm.16294,NM_143540,,CDase,CG1471|Dmel\CG1471|anon-WO0118547.407|cdase|fcd|slab,Ceramidase,protein-coding,CG1471,FBgn0039774
1027,Ty-N_peak_624,chr3L,16731337,16731337,+,25.69975,,promoter-TSS (NM_057485),promoter-TSS (NM_057485),-519,NM_057485,39871,Dm.3199,NM_057485,,Dbp73D,CG9680|DBP73D|DmRH7|Dmel\CG9680,Dead box protein 73D,protein-coding,CG9680,FBgn0004556
1030,Ty-N_peak_211,chr2L,20681802,20681802,+,25.53708,,promoter-TSS (NM_001273707),promoter-TSS (NM_001273707),44,NM_136205,35330,Dm.28256,NM_136205,,Cen,38E.1|CG1962|Dmel\CG1962|cen,Centrocortin,protein-coding,CG1962,FBgn0032876
1032,Ty-N_peak_143,chr2L,15745648,15745648,+,25.53708,,promoter-TSS (NR_124289),promoter-TSS (NR_124289),-609,NR_124289,19835770,,NR_124289,,CR44974,Dmel\CR44974,ncRNA,ncRNA,CR44974,FBgn0266309
1033,Ty-N_peak_66,chr2L,8463510,8463510,+,25.53708,,promoter-TSS (NM_001273324),promoter-TSS (NM_001273324),484,NM_135387,34176,Dm.356,NM_135387,,fu12,AGPAT1|AGPAT2|CG17608|Dmel\CG17608,fu12,protein-coding,CG17608,FBgn0026718
1035,Ty-N_peak_82,chr2L,9775667,9775667,+,25.53708,,promoter-TSS (NM_001347762),promoter-TSS (NM_001347762),-637,NM_001347761,34299,Dm.18180,NM_001347761,,ppk11,CG34058|CG4110|Dmel\CG34058|PPK11|Ppk11,pickpocket 11,protein-coding,CG34058,FBgn0065109
1036,Ty-N_peak_80,chr2L,9699071,9699071,+,25.53708,,promoter-TSS (NM_001273364),promoter-TSS (NM_001273364),226,NM_164866,34284,Dm.2136,NM_057629,,Pka-C1,6353|C|CG4379|CdkA|Cos|Cos-1|Cos1|DC0|DCO|Dc0|Dco|Dcpk|Dmel\CG4379|PKA|PKA CI|PKA Cl|PKA-C1|PKAC1|PKAc|PKAcA|Pka|Pka-C|PkaC1|cos1|dPKA|dc0|dcO|dco|l(2)01272|l(2)cos[[1]]|l(2)s4402|pKA|pkA|pka|pka C1|pka-C1|pka-c1,"Protein kinase, cAMP-dependent, catalytic subunit 1",protein-coding,CG4379,FBgn0000273
1037,Ty-N_peak_488,chr3L,5086754,5086754,+,25.53708,,promoter-TSS (NR_133172),promoter-TSS (NR_133172),-525,NR_133172,26067509,,NR_133172,,CR46198,Dmel\CR46198|lincRNA.439,ncRNA,ncRNA,CR46198,FBgn0267917
1039,Ty-N_peak_1182,chrX,15712094,15712094,+,25.53708,,promoter-TSS (NM_132831),promoter-TSS (NM_132831),-534,NM_132831,32510,,NM_132831,,CG8184,Dmel\CG8184|URE-B1/CG8184,CG8184,protein-coding,CG8184,FBgn0030674
1040,Ty-N_peak_759,chr3R,7911810,7911810,+,25.53708,,promoter-TSS (NM_079547),promoter-TSS (NM_079547),-31,NM_079547,40935,Dm.9919,NM_079547,,Prat,CG2867|DmPrat|Dmel\CG2867,Phosphoribosylamidotransferase,protein-coding,CG2867,FBgn0004901
1041,Ty-N_peak_385,chr2R,21296127,21296127,+,25.53708,,promoter-TSS (NM_137729),promoter-TSS (NM_137729),475,NM_001169762,37433,Dm.30882,NM_137730,,CG42672,CG10074|CG15665|CG30386|CG30387|Dmel\CG42672|Dmel_CG30386|Dmel_CG30387,uncharacterized protein,protein-coding,CG42672,FBgn0261554
1043,Ty-N_peak_1184,chrX,15940323,15940323,+,25.23595,,promoter-TSS (NM_132863),promoter-TSS (NM_132863),128,NM_206747,32556,Dm.172,NM_078633,,Stim,C-Stim|CG9126|D-STIM|D-Stim|Dmel\CG9126|STIM|STIM1|dSTIM|dStim|dstim|stim1,Stromal interaction molecule,protein-coding,CG9126,FBgn0053180
1045,Ty-N_peak_1098,chrX,5429833,5429833,+,25.04581,,promoter-TSS (NM_131995),promoter-TSS (NM_131995),262,NM_001297962,31461,Dm.17689,NM_131995,,CG15784,Dmel\CG15784,uncharacterized protein,protein-coding,CG15784,FBgn0029766
1046,Ty-N_peak_210,chr2L,20676129,20676129,+,24.8366,,promoter-TSS (NM_165337),promoter-TSS (NM_165337),84,NM_136204,35329,Dm.19854,NM_136204,,IKKepsilon,38D.31|APTX7|CG2615|DIK2|Dik2|DmIKKepsilon|DmIKKepsilon/dIK2|Dmel\CG2615|Dmik2|IK2|IKK|Ik2|Ik2/DmIKK|dIKK|dik2|ik2|l(2)38Ea,I-kappaB kinase epsilon,protein-coding,CG2615,FBgn0086657
1049,Ty-N_peak_887,chr3R,25097579,25097579,+,24.8366,,promoter-TSS (NM_001170248),promoter-TSS (NM_001170248),-93,NM_176559,326251,Dm.20797,NM_176559,,CG33096,CG11935|Dmel\CG33096,uncharacterized protein,protein-coding,CG33096,FBgn0053096
1051,Ty-N_peak_87,chr2L,9947517,9947517,+,24.8366,,promoter-TSS (NM_001273380),promoter-TSS (NM_001273380),-110,NM_176005,34322,Dm.21264,NM_176005,,CG5853,Dmel\CG5853,CG5853,protein-coding,CG5853,FBgn0032167
1053,Ty-N_peak_734,chr3R,5702170,5702170,+,24.8366,,promoter-TSS (NM_169095),promoter-TSS (NM_169095),-407,NM_169095,40704,Dm.2012,NM_169094,,plx,CG1093|CG14674|CG34122|CG42612|Dmel\CG42612|Dmel_CG1093|Dmel_CG14674|Dmel_CG34122|Plx,pollux,protein-coding,CG1093,FBgn0261261
1054,Ty-N_peak_575,chr3L,13300606,13300606,+,24.8366,,promoter-TSS (NM_001300129),promoter-TSS (NM_001300129),-454,NM_001259812,12798240,Dm.37322,NM_001259812,,CG43147,Dmel\CG43147|lincRNA.541,uncharacterized protein,protein-coding,CG43147,FBgn0262623
1055,Ty-N_peak_166,chr2L,17472985,17472985,+,24.8366,,promoter-TSS (NM_135998),promoter-TSS (NM_135998),230,NM_001273601,35051,Dm.3232,NM_165220,,BicD,BIC-D|BICD|Bic-D|Bic[D]|CG6605|Dmel\CG6605|almond|anon-EST:fe2A11,Bicaudal D,protein-coding,CG6605,FBgn0000183
1057,Ty-N_peak_2,chr2L,65888,65888,+,24.46375,,promoter-TSS (NM_001258883),promoter-TSS (NM_001258883),-111,NR_123995,19834983,,NR_123995,,CR45339,Dmel\CR45339,ncRNA,ncRNA,CR45339,FBgn0266878
1058,Ty-N_peak_868,chr3R,22726883,22726883,+,24.46375,,promoter-TSS (NM_001104407),promoter-TSS (NM_001104407),-84,NM_001300543,42691,Dm.16593,NM_001104406,,CG45049,CG17618|CG6982|Dmel\CG45049|Dmel_CG17618|Dmel_CG6982,uncharacterized protein,protein-coding,CG45049,FBgn0266409
1060,Ty-N_peak_199,chr2L,19865471,19865471,+,24.41373,,promoter-TSS (NM_001273681),promoter-TSS (NM_001273681),-710,NM_001273681,35277,Dm.17935,NM_136167,,sick,CG10662|CG13958|CG13959|CG13960|CG13961|CG13964|CG33316|CG34343|CG42589|CG43720|Dm_2L:104545|Dmel\CG43720|Dmel_CG10662|Dmel_CG13958|Dmel_CG13964|Dmel_CG33316|Dmel_CG34343|Dmel_CG42589,sickie,protein-coding,CG10662,FBgn0263873
1062,Ty-N_peak_722,chr3R,4612703,4612703,+,24.39374,,promoter-TSS (NM_001104214),promoter-TSS (NM_001104214),-167,NM_169011,40575,Dm.9854,NM_079499,,5-HT2A,5-HT2|5-HT2Dro|5-HT[2]Dro|5-HT[[2Dro]]|5-HT[[2]]|5-HT[[2]]Dro|5-ht2Dro|5HT-R82A|5HT-dro[[1]]|5HT2|5HT2-Dro|5HT2Dro|5HT[[2Dro]]|CG1056|Dm5HT2|Dmel\CG1056|d5-HT2|d5-HT2A|l(3)82CDb,5-hydroxytryptamine (serotonin) receptor 2A,protein-coding,CG1056,FBgn0087012
1063,Ty-N_peak_578,chr3L,14221003,14221003,+,24.39374,,promoter-TSS (NM_001038917),promoter-TSS (NM_001038917),-437,NM_001038917,39572,Dm.33462,NM_001038917,,nuf,CG32140|CG33991|CG7867|CIP-D2|Cy3-23|D2|Dmel\CG33991|EP3077|FIP3|NUF|Nuf|Nuf1|Nuf2p|anon-D2,nuclear fallout,protein-coding,CG32140,FBgn0013718
1067,Ty-N_peak_869,chr3R,22754306,22754306,+,24.14234,,promoter-TSS (NM_001104411),promoter-TSS (NM_001104411),-309,NM_001104411,42703,,NM_176542,,CG7029,Dmel\CG7029,CG7029,protein-coding,CG7029,FBgn0039026
1070,Ty-N_peak_434,chr3L,129368,129368,+,24.14234,,promoter-TSS (NM_001274254),promoter-TSS (NM_001274254),-82,NM_001274254,38017,Dm.7033,NM_080382,,Pdk1,1210|CG1201|CG1210|DSTPK61|Dmel\CG1210|Dstpk61|PDK|PDK-1|PDK1|PDK1/Pk61C|PK61C|Pk61C|Pk61C/PDK1|Pk61C|PDK1|Pk61c/PDK1|dPDK|dPDK-1|dPDK1|dSTPK61|pdk1|pk61c,Phosphoinositide-dependent kinase 1,protein-coding,CG1201,FBgn0020386
1075,Ty-N_peak_49,chr2L,6012309,6012309,+,24.14234,,promoter-TSS (NM_001273192),promoter-TSS (NM_001273192),29,NM_001273192,33840,Dm.1922,NM_135135,,CG9098,Dmel\CG9098,CG9098,protein-coding,CG9098,FBgn0031762
1081,Ty-N_peak_778,chr3R,10784139,10784139,+,24.06253,,promoter-TSS (NM_169364),promoter-TSS (NM_169364),-47,NM_079582,41293,Dm.22923,NM_079582,,mRpL37,CG42632|CG6547|Dmel\CG42632|Dmel_CG6547|MRP-L2|MRpL37|mRpL2a,mitochondrial ribosomal protein L37,protein-coding,CG42632,FBgn0261380
1085,Ty-N_peak_522,chr3L,8115925,8115925,+,23.75022,,promoter-TSS (NM_079244),promoter-TSS (NM_079244),-23,NM_079244,38898,Dm.881,NM_079244,,Arp3,ARP3|AcTr66B|Actr66B|Arp66B|CG7558|Dmel\CG7558|anon-WO0172774.138|arp3|arp66B|arp66b|schwachling,Actin-related protein 3,protein-coding,CG7558,FBgn0262716
1086,Ty-N_peak_1097,chrX,5323779,5323779,+,23.73917,,promoter-TSS (NM_078493),promoter-TSS (NM_078493),-76,NM_001297955,31449,Dm.2020,NM_078493,,Mcm3,CG4206|DmMCM3|DmMcm3|DmeMCM3|Dmel\CG4206|MCM3|McM3|Mcp-PCR2|PCR2|dMCM3|dMcm3,Minichromosome maintenance 3,protein-coding,CG4206,FBgn0284442
1088,Ty-N_peak_652,chr3L,18684086,18684086,+,23.73507,,promoter-TSS (NM_140794),promoter-TSS (NM_140794),-25,NM_140794,40036,Dm.3851,NM_140794,,Chmp1,CG4108|CHMP1|Dmel\CG4108|VPS46,Charged multivesicular body protein 1,protein-coding,CG4108,FBgn0036805
1089,Ty-N_peak_85,chr2L,9898142,9898142,+,23.646,,promoter-TSS (NM_001273374),promoter-TSS (NM_001273374),-590,NM_001298856,34309,Dm.3451,NM_057526,,RpS2,CG5920|Dm01335|Dmel\CG5920|Rp S2|S2|anon-EST:Posey202|dS2|l(2)03848|l(2)k04603|sop,Ribosomal protein S2,protein-coding,CG5920,FBgn0004867
1090,Ty-N_peak_653,chr3L,18898397,18898397,+,23.58295,,promoter-TSS (NM_001316443),promoter-TSS (NM_001316443),-104,NM_140812,40059,Dm.4314,NM_140812,,CG3902,CG 3902|CG18168|CT12987|Dmel\CG3902|GH07925p,CG3902,protein-coding,CG3902,FBgn0036824
1091,Ty-N_peak_56,chr2L,7033205,7033205,+,23.45462,,promoter-TSS (NM_164729),promoter-TSS (NM_164729),484,NM_001298772,33989,Dm.7322,NM_135251,,Caper,CAPER|CC1.3|CG11266|Dmel\CG11266|HCC1|cg11266|igru,caper,protein-coding,CG11266,FBgn0031883
1092,Ty-N_peak_284,chr2R,10252590,10252590,+,23.45462,,promoter-TSS (NM_001144162),promoter-TSS (NM_001144162),-173,NM_165756,36080,Dm.19412,NM_078956,,Syb,21.15|CG12210|Dmel\CG12210|END1-2|J|SYB|VAMP|VAMP2|Vamp|c-Syb|dVAMP|l(2)46CFq|l(2)46El|syb|synaptobrevin,Synaptobrevin,protein-coding,CG12210,FBgn0003660
1093,Ty-N_peak_1149,chrX,11136343,11136343,+,23.45462,,promoter-TSS (NM_167268),promoter-TSS (NM_167268),80,NM_167268,32049,Dm.130,NM_132459,,Klp10A,CG1453|DmCG1453|DmKLP10A|DmKlp10A|Dmel\CG1453|KIF 2A|KIF2A/B/C|KLP10A|KLP10a|Kif2A|anon-WO03040301.142|klp10A,Kinesin-like protein at 10A,protein-coding,CG1453,FBgn0030268
1100,Ty-N_peak_104,chr2L,11581149,11581149,+,23.45462,,promoter-TSS (NM_078827),promoter-TSS (NM_078827),-788,NM_078827,34582,Dm.2402,NM_078827,,kek2,CG4977|CT15962|Dmel\CG4977|Kek2|NB7,kekkon-2,protein-coding,CG4977,FBgn0015400
1101,Ty-N_peak_321,chr2R,14267844,14267844,+,23.45462,,promoter-TSS (NM_166044),promoter-TSS (NM_166044),75,NM_001299486,36586,,NM_137103,,CG8547,Dmel\CG8547,CG8547,protein-coding,CG8547,FBgn0033919
