Geneid,Chr,Start,End,Strand,Length,TSS,Length,genebody,TSS per kb,gb per kb,Pause index
FBgn0085423,2L,3373122,3373622,-,501,698,13733,896,1393.21357,65.244302,21.3537969
FBgn0036764,3L,17856544,17857044,-,501,1167,3171,346,2329.34132,109.113844,21.3478073
FBgn0027086,3L,22288415,22288915,+,501,1290,3146,380,2574.8503,120.788303,21.3170501
FBgn0032189,2L,10200724,10201224,-,501,1283,574,69,2560.87824,120.209059,21.3035379
FBgn0262851,X,11589126,11589626,+,501,1090,891,91,2175.6487,102.132435,21.3022307
FBgn0023001,3L,7134266,7134766,+,501,189,7559,134,377.245509,17.7272126,21.2805881
FBgn0259238,2R,11297270,11297770,-,501,725,1985,135,1447.10579,68.0100756,21.2778147
FBgn0032495,2L,13245982,13246482,+,501,36,2958,10,71.8562874,3.38066261,21.2550898
FBgn0051151,3R,22720900,22721400,-,501,618,9268,539,1233.53293,58.1570997,21.2103585
FBgn0036433,3L,14622546,14623046,+,501,677,4379,279,1351.29741,63.7131765,21.2090729
FBgn0028527,2L,13665275,13665775,+,501,1259,6443,764,2512.97405,118.578302,21.1925286
FBgn0029152,3L,21533463,21533963,-,501,863,2755,224,1722.55489,81.3067151,21.1858872
FBgn0020386,3L,129200,129700,+,501,2269,15446,3302,4528.94212,213.77703,21.1853543
FBgn0010014,X,5332249,5332749,+,501,357,951,32,712.57485,33.6487907,21.1768338
FBgn0027491,2L,10310706,10311206,-,501,168,1826,29,335.329341,15.8817087,21.1141854
FBgn0261524,X,13090895,13091395,+,501,890,1842,155,1776.44711,84.1476656,21.1110682
FBgn0033092,2R,6675572,6676072,+,501,280,16341,433,558.882236,26.4977664,21.0916735
FBgn0040091,2R,22643667,22644167,-,501,653,1132,70,1303.39321,61.8374558,21.0777303
FBgn0036290,3L,12501061,12501561,-,501,707,2206,148,1411.17764,67.0897552,21.0341749
FBgn0014163,3L,16411578,16412078,-,501,3519,8033,2684,7023.9521,334.121748,21.0221338
FBgn0013987,X,5763953,5764453,-,501,1525,3296,478,3043.91218,145.024272,20.9889844
FBgn0034688,2R,22073193,22073693,-,501,849,1210,98,1694.61078,80.9917355,20.9232555
FBgn0024807,X,21629898,21630398,-,501,1160,4353,482,2315.36926,110.728233,20.9103784
FBgn0029979,X,7931132,7931632,-,501,1213,8225,953,2421.15768,115.866261,20.8961406
FBgn0250906,2L,2752818,2753318,-,501,5181,5189,2568,10341.3174,494.893043,20.8960653
FBgn0034725,2R,22403927,22404427,+,501,1202,3364,387,2399.2016,115.041617,20.8550754
FBgn0035158,3L,707955,708455,-,501,1195,1258,144,2385.22954,114.467409,20.8376303
FBgn0040208,3R,5231959,5232459,-,501,734,3921,276,1465.06986,70.3902066,20.8135468
FBgn0015239,3L,21497244,21497744,-,501,892,2476,212,1780.43912,85.6219709,20.7941852
FBgn0085414,2R,5804462,5804962,+,501,119,55120,630,237.52495,11.4296081,20.781548
FBgn0025878,2R,22379387,22379887,+,501,495,2039,97,988.023952,47.5723394,20.7688746
FBgn0004885,3R,24719447,24719947,+,501,215,28429,588,429.141717,20.6831053,20.7484181
FBgn0030869,X,17827314,17827814,-,501,677,5801,378,1351.29741,65.1611791,20.7377679
FBgn0035767,3L,7344933,7345433,-,501,1346,2300,298,2686.62675,129.565217,20.7357098
FBgn0039920,4,670892,671392,+,501,536,18509,956,1069.86028,51.6505484,20.7134351
FBgn0001186,X,9585425,9585925,+,501,2426,3139,734,4842.31537,233.832431,20.7084849
FBgn0026577,2L,21221062,21221562,+,501,1295,9748,1217,2584.83034,124.846122,20.7041299
FBgn0008636,2R,20960659,20961159,-,501,91,5242,46,181.636727,8.77527661,20.6986896
FBgn0034087,2R,16186334,16186834,+,501,825,6694,533,1646.70659,79.6235435,20.6811518
FBgn0037592,3R,8517618,8518118,+,501,466,2511,113,930.139721,45.0019912,20.668857
FBgn0033474,2R,10032643,10033143,-,501,492,3451,164,982.035928,47.5224573,20.6646707
FBgn0034691,2R,22079926,22080426,+,501,700,4592,311,1397.20559,67.7264808,20.6301224
FBgn0028360,X,6654291,6654791,+,501,1373,4169,555,2740.51896,133.12545,20.5859884
FBgn0265959,3L,20247830,20248330,+,501,92,16475,147,183.632735,8.92261002,20.5806075
FBgn0002781,3R,21377151,21377651,-,501,2999,25556,7435,5986.02794,290.929723,20.5755118
FBgn0030336,X,11816301,11816801,-,501,850,7046,582,1696.60679,82.6000568,20.5400196
FBgn0020622,2L,297630,298130,+,501,871,6354,538,1738.52295,84.6710733,20.532667
FBgn0005638,2R,24334057,24334557,-,501,69,1786,12,137.724551,6.71892497,20.498004
FBgn0284252,2R,24515070,24515570,-,501,640,4813,300,1277.44511,62.3311864,20.4944777
FBgn0035542,3L,4406693,4407193,+,501,400,12706,495,798.403194,38.9579726,20.4939616
FBgn0030582,X,14832397,14832897,+,501,804,2616,205,1604.79042,78.3639144,20.4786914
FBgn0005695,2R,8724008,8724508,+,501,718,3742,262,1433.13373,70.0160342,20.4686505
FBgn0042138,3L,11627787,11628287,+,501,1089,1713,182,2173.65269,106.246351,20.4586103
FBgn0038890,3R,21520678,21521178,+,501,1326,6671,865,2646.70659,129.665717,20.4117684
FBgn0031319,2L,1177440,1177940,+,501,941,3765,347,1878.24351,92.1646746,20.3792128
FBgn0026313,X,17599358,17599858,+,501,460,6272,283,918.163673,45.1211735,20.348843
FBgn0029507,2R,7011489,7011989,-,501,1182,1242,144,2359.28144,115.942029,20.3488024
FBgn0029878,X,6590526,6591026,+,501,866,5179,440,1728.54291,84.9584862,20.3457358
FBgn0036959,3L,20241017,20241517,+,501,424,3046,127,846.307385,41.694025,20.2980496
FBgn0030521,X,13781920,13782420,-,501,1826,1324,238,3644.71058,179.758308,20.2756168
FBgn0033050,2R,6017489,6017989,+,501,1084,1957,209,2163.67265,106.796117,20.2598439
FBgn0011655,3R,31610796,31611296,+,501,911,3330,299,1818.36327,89.7897898,20.2513368
FBgn0261588,2R,8327240,8327740,+,501,3817,67791,25525,7618.76248,376.524907,20.2344183
FBgn0000404,3L,11833328,11833828,-,501,1788,5860,1036,3568.86228,176.791809,20.1868079
FBgn0262117,2R,4242684,4243184,-,501,1056,6156,643,2107.78443,104.450942,20.1796593
FBgn0262850,X,11591219,11591719,+,501,1111,891,98,2217.56487,109.988777,20.1617377
FBgn0261611,2R,12279521,12280021,+,501,62,20025,123,123.752495,6.1423221,20.1475099
FBgn0038071,3R,12647808,12648308,+,501,102,3853,39,203.592814,10.1219829,20.113926
FBgn0034447,2R,19452254,19452754,+,501,1050,2024,211,2095.80838,104.249012,20.1038681
FBgn0034718,2R,22311687,22312187,-,501,2269,12724,2870,4528.94212,225.558001,20.0788361
FBgn0030930,X,18499736,18500236,-,501,746,3920,291,1489.02196,74.2346939,20.0583026
FBgn0026597,3R,30022592,30023092,+,501,448,11470,512,894.211577,44.6381866,20.0324351
FBgn0033987,2R,14963042,14963542,+,501,1080,16504,1780,2155.68862,107.852642,19.9873511
FBgn0041713,2L,15035144,15035644,+,501,629,1448,91,1255.48902,62.8453039,19.9774517
FBgn0013759,3R,21822424,21822924,-,501,373,38275,1427,744.510978,37.2828217,19.9692766
FBgn0012034,3L,21279993,21280493,-,501,1647,8522,1403,3287.42515,164.632715,19.9682374
FBgn0003292,3L,11587520,11588020,-,501,219,2649,58,437.125749,21.8950547,19.9645881
FBgn0033657,2R,11845074,11845574,+,501,90,6001,54,179.640719,8.99850025,19.9634065
FBgn0012051,2R,19424863,19425363,+,501,350,4452,156,698.602794,35.0404313,19.937049
FBgn0000246,3R,15792329,15792829,-,501,142,2107,30,283.433134,14.2382534,19.9064538
FBgn0039561,3R,27947771,27948271,-,501,997,4226,423,1990.01996,100.094652,19.8813814
FBgn0053113,2L,5009470,5009970,-,501,1690,15913,2701,3373.25349,169.735436,19.873596
FBgn0020378,X,9729398,9729898,+,501,82,25722,212,163.672655,8.24197185,19.8584341
FBgn0002431,3R,9725365,9725865,-,501,1297,9993,1304,2588.82236,130.491344,19.8390351
FBgn0014184,2R,12174014,12174514,-,501,2918,6970,2049,5824.3513,293.974175,19.812459
FBgn0261258,3L,21382251,21382751,+,501,3556,40916,14667,7097.80439,358.466126,19.8004885
FBgn0001227,3L,9379284,9379784,-,501,500,733,37,998.003992,50.4774898,19.7712683
FBgn0264305,3L,8954022,8954522,-,501,62,21038,132,123.752495,6.27436068,19.7235227
FBgn0031606,2L,4452788,4453288,-,501,844,2744,235,1684.63074,85.6413994,19.6707521
FBgn0030790,X,16791869,16792369,+,501,861,4624,404,1718.56287,87.3702422,19.6698879
FBgn0031765,2L,6034173,6034673,-,501,56,7554,43,111.776447,5.69234842,19.6362624
FBgn0033744,2R,12474174,12474674,+,501,256,12563,327,510.978044,26.0288148,19.6312452
FBgn0027066,2R,6748977,6749477,+,501,1666,6074,1029,3325.3493,169.410603,19.6289326
FBgn0259213,2L,14972050,14972550,-,501,69,63812,448,137.724551,7.02062308,19.6171407
FBgn0005616,2L,3465862,3466362,-,501,854,2895,252,1704.59082,87.0466321,19.5825017
FBgn0029088,3R,5856061,5856561,-,501,363,5615,208,724.550898,37.0436331,19.5593908
FBgn0034071,2R,16047398,16047898,+,501,401,12188,500,800.399202,41.023958,19.5105309
FBgn0033763,2R,12655704,12656204,+,501,102,2388,25,203.592814,10.4690117,19.4471856
FBgn0037551,3R,8126355,8126855,+,501,576,2231,132,1149.7006,59.1662931,19.4316821
FBgn0001320,3L,20695128,20695628,-,501,95,2049,20,189.620758,9.76085896,19.4266467
FBgn0034602,2R,21193321,21193821,+,501,112,4861,56,223.552894,11.5202633,19.4051896
FBgn0029095,2L,868104,868604,-,501,90,5506,51,179.640719,9.26262259,19.3941529
FBgn0034985,2R,24162239,24162739,+,501,63,10172,66,125.748503,6.48839953,19.3805117
FBgn0035153,3L,685299,685799,-,501,997,1665,171,1990.01996,102.702703,19.3765101
FBgn0023458,X,6255237,6255737,-,501,603,13743,855,1203.59281,62.2134905,19.3461708
FBgn0025836,X,127199,127699,+,501,725,11892,892,1447.10579,75.008409,19.2925808
FBgn0031885,2L,7056051,7056551,+,501,352,6286,229,702.59481,36.4301623,19.2860741
FBgn0039141,3R,24037965,24038465,+,501,969,3768,378,1934.13174,100.318471,19.2799164
FBgn0040232,2L,11268752,11269252,-,501,685,6977,495,1367.26547,70.9473986,19.2715377
FBgn0036668,3L,16845136,16845636,+,501,505,5965,312,1007.98403,52.3051132,19.2712332
FBgn0036621,3L,16378316,16378816,-,501,671,6629,461,1339.32136,69.5429175,19.2589182
FBgn0030882,X,17889297,17889797,+,501,784,8057,655,1564.87026,81.2957677,19.2490987
FBgn0034570,2R,20995970,20996470,+,501,838,10521,915,1672.65469,86.9689193,19.2327869
FBgn0015625,3R,24870566,24871066,-,501,1660,1883,325,3313.37325,172.59692,19.1971749
FBgn0028481,2L,922543,923043,+,501,58,34306,207,115.768463,6.03392992,19.1862459
FBgn0002905,3R,12712049,12712549,-,501,1117,5777,673,2229.54092,116.496451,19.1382732
FBgn0030114,X,9250170,9250670,+,501,609,4534,288,1215.56886,63.5200706,19.1367681
FBgn0039234,3R,24851351,24851851,+,501,1059,2269,251,2113.77246,110.621419,19.1081661
FBgn0033313,2R,8614472,8614972,+,501,1416,9482,1403,2826.34731,147.964564,19.1015147
FBgn0052495,X,17899452,17899952,+,501,821,5324,457,1638.72255,85.837716,19.0909385
FBgn0267390,3L,15565763,15566263,+,501,593,9301,577,1183.63273,62.0363402,19.0796674
FBgn0039487,3R,27112020,27112520,-,501,334,2804,98,666.666667,34.9500713,19.0748299
FBgn0032689,2L,18604999,18605499,-,501,501,4495,236,1000,52.5027809,19.0466102
FBgn0032167,2L,9947398,9947898,-,501,1630,5876,1004,3253.49301,170.864534,19.0413595
FBgn0037207,3L,22945407,22945907,+,501,3263,5592,1914,6512.97405,342.274678,19.028501
FBgn0035111,3L,212459,212959,+,501,835,2771,243,1666.66667,87.6939733,19.005487
FBgn0029689,X,3968405,3968905,-,501,755,2221,178,1506.98603,80.1440792,18.8034605
FBgn0020312,2R,21128260,21128760,-,501,825,3776,331,1646.70659,87.6588983,18.7853899
FBgn0033631,2R,11383864,11384364,-,501,68,2768,20,135.728543,7.22543353,18.7848303
FBgn0022942,X,4649765,4650265,+,501,744,7245,573,1485.02994,79.0890269,18.7766875
FBgn0030569,X,14479836,14480336,-,501,1423,6679,1011,2840.31936,151.369966,18.764088
FBgn0036248,3L,12118007,12118507,+,501,986,533,56,1968.06387,105.065666,18.7317508
FBgn0033113,2R,6880745,6881245,+,501,73,1413,11,145.708583,7.78485492,18.7169298
FBgn0010313,3R,5086822,5087322,-,501,594,8294,527,1185.62874,63.5399084,18.6595916
FBgn0004395,3R,23157612,23158112,-,501,1172,7210,905,2339.32136,125.520111,18.6370243
FBgn0261108,3R,8349565,8350065,+,501,741,2003,159,1479.04192,79.3809286,18.6322073
FBgn0037643,3R,8938474,8938974,+,501,921,3304,326,1838.32335,98.6682809,18.6313508
FBgn0003068,X,2685330,2685830,+,501,164,6201,109,327.345309,17.57781,18.6226446
FBgn0259111,2L,7249093,7249593,-,501,67,25016,180,133.732535,7.19539495,18.5858505
FBgn0024804,3L,27279066,27279566,+,501,250,141844,3810,499.001996,26.8604946,18.5775431
FBgn0285991,2L,9790495,9790995,-,501,706,2452,186,1409.18164,75.8564437,18.5769536
FBgn0041094,3L,11252057,11252557,+,501,3329,2866,1027,6644.71058,358.339149,18.5430774
FBgn0013563,3L,14071642,14072142,+,501,738,3232,257,1473.05389,79.5173267,18.5249423
FBgn0263598,2L,12974072,12974572,+,501,2279,3286,807,4548.9022,245.58734,18.5225435
FBgn0039451,3R,26724966,26725466,-,501,261,4370,123,520.958084,28.1464531,18.508836
FBgn0029608,X,2253947,2254447,-,501,760,866,71,1516.96607,81.9861432,18.5027129
FBgn0035978,3L,9358685,9359185,-,501,493,7069,376,984.031936,53.1899844,18.5003238
FBgn0030391,X,12462862,12463362,-,501,504,2317,126,1005.98802,54.3806647,18.499002
FBgn0032924,2L,21162833,21163333,-,501,1478,1448,231,2950.0998,159.530387,18.4924005
FBgn0036760,3L,17843294,17843794,-,501,424,1005,46,846.307385,45.7711443,18.4899766
FBgn0000052,2L,6045800,6046300,-,501,787,3870,329,1570.85828,85.0129199,18.4778771
FBgn0034674,2R,21972872,21973372,+,501,576,2265,141,1149.7006,62.2516556,18.4685947
FBgn0261532,3R,18183229,18183729,-,501,1550,3205,537,3093.81238,167.550702,18.4649323
FBgn0001311,3R,5392616,5393116,-,501,51,13774,76,101.796407,5.51764193,18.4492594
FBgn0043458,3L,1496393,1496893,-,501,612,4693,311,1221.55689,66.2689111,18.4333327
FBgn0267033,X,13990277,13990777,-,501,1682,143412,26132,3357.28543,182.216272,18.424729
FBgn0030668,X,15697244,15697744,+,501,365,1541,61,728.542914,39.5846853,18.4046661
FBgn0031187,X,22455553,22456053,+,501,659,13344,954,1315.36926,71.4928058,18.3986241
FBgn0011771,3L,22287945,22288445,-,501,674,2842,208,1345.30938,73.1878958,18.381583
FBgn0040064,2L,9915003,9915503,+,501,1359,968,143,2712.57485,147.727273,18.3620451
FBgn0030674,X,15712378,15712878,+,501,865,18308,1722,1726.54691,94.0572427,18.3563419
FBgn0038569,3R,18164147,18164647,-,501,618,2006,135,1233.53293,67.2981057,18.3293857
FBgn0264294,2R,7533256,7533756,+,501,1431,1431,223,2856.28743,155.83508,18.3289117
FBgn0027655,3R,28695992,28696492,+,501,226,37575,926,451.097804,24.6440452,18.3045356
FBgn0030327,X,11709701,11710201,-,501,789,2377,205,1574.8503,86.2431637,18.2605813
FBgn0045823,3L,9714074,9714574,+,501,2087,2393,546,4165.66866,228.165483,18.2572255
FBgn0086129,2R,24086354,24086854,+,501,852,4411,411,1700.5988,93.1761505,18.2514387
FBgn0011739,3R,30806369,30806869,-,501,659,15995,1159,1315.36926,72.4601438,18.1530037
FBgn0000581,2R,11451793,11452293,+,501,1456,12228,1961,2906.18762,160.369643,18.1218064
FBgn0005640,3L,3515501,3516001,+,501,1575,93771,16268,3143.71257,173.486472,18.1207937
FBgn0038524,3R,17605856,17606356,+,501,587,1436,93,1171.65669,64.7632312,18.0913871
FBgn0259978,2R,5701862,5702362,+,501,1179,2328,303,2353.29341,130.154639,18.0807494
FBgn0026404,3L,9968229,9968729,+,501,529,1524,89,1055.88822,58.3989501,18.0806028
FBgn0001970,2L,14359002,14359502,+,501,156,1160,20,311.377246,17.2413793,18.0598802
FBgn0004237,3R,13660281,13660781,-,501,2011,2686,597,4013.97206,222.263589,18.0595125
FBgn0267350,X,2624554,2625054,+,501,615,7869,535,1227.54491,67.9883086,18.0552353
FBgn0026409,3L,14537401,14537901,+,501,1544,1791,306,3081.83633,170.854271,18.0378067
FBgn0039970,2R,5608385,5608885,+,501,1437,1952,311,2868.26347,159.32377,18.0027341
FBgn0037718,3R,9586692,9587192,+,501,742,1640,135,1481.03792,82.3170732,17.9918681
FBgn0042177,3L,16602803,16603303,+,501,565,4094,257,1127.74451,62.7747924,17.9649262
FBgn0034723,2R,22382884,22383384,+,501,3390,9882,3728,6766.46707,377.251569,17.9362198
FBgn0260960,3L,16661365,16661865,-,501,3317,12174,4498,6620.75848,369.475932,17.9193228
FBgn0034363,2R,18615738,18616238,+,501,81,1330,12,161.676647,9.02255639,17.9191617
FBgn0028474,X,5665802,5666302,+,501,990,3601,398,1976.0479,110.524854,17.8787651
FBgn0260655,3L,19618271,19618771,-,501,548,4095,251,1093.81238,61.2942613,17.8452656
FBgn0263782,3R,23733074,23733574,+,501,196,16669,366,391.217565,21.956926,17.8175016
FBgn0086358,2R,19292279,19292779,+,501,1256,10980,1547,2506.98603,140.892532,17.7936048
FBgn0037098,3L,21554678,21555178,-,501,541,10079,612,1079.84032,60.7203096,17.7838408
FBgn0030301,X,11454536,11455036,+,501,690,3442,267,1377.24551,77.5711795,17.7546032
FBgn0029118,3L,5563441,5563941,-,501,664,991,74,1325.3493,74.6720484,17.7489346
FBgn0284247,2L,714733,715233,-,501,77,73971,641,153.692615,8.66555812,17.7360318
FBgn0033720,2R,12371344,12371844,+,501,25,2488,7,49.9001996,2.81350482,17.7359567
FBgn0262714,3L,12805652,12806152,+,501,727,6135,502,1451.0978,81.8255909,17.7340339
FBgn0052226,3L,20301891,20302391,-,501,285,4013,129,568.862275,32.145527,17.6964675
FBgn0263602,3L,16087275,16087775,-,501,1045,1305,154,2085.82834,118.007663,17.6753636
FBgn0260965,3L,12814004,12814504,+,501,419,9397,445,836.327345,47.355539,17.6606024
FBgn0033494,2R,10192144,10192644,-,501,117,45498,602,233.532934,13.2313508,17.6499692
FBgn0010355,3R,6646639,6647139,+,501,727,8160,671,1451.0978,82.2303922,17.6467334
FBgn0262730,X,6225397,6225897,+,501,666,9572,722,1329.34132,75.4283326,17.623899
FBgn0030612,X,15085875,15086375,+,501,422,1505,72,842.315369,47.8405316,17.606731
FBgn0266757,3L,8912421,8912921,-,501,72,5754,47,143.712575,8.1682308,17.5940884
FBgn0046222,3R,5660385,5660885,+,501,782,3535,314,1560.87824,88.8260255,17.5723076
FBgn0034542,2R,20667056,20667556,-,501,1671,3833,728,3335.32934,189.929559,17.5608755
FBgn0085447,3L,5657663,5658163,+,501,26,90687,268,51.8962076,2.9552196,17.5608633
FBgn0261555,3L,9546970,9547470,+,501,2080,48494,11471,4151.69661,236.544727,17.5514232
FBgn0017581,3R,11764207,11764707,-,501,2935,12527,4184,5858.28343,333.998563,17.5398462
FBgn0027561,2R,9131780,9132280,-,501,838,7727,737,1672.65469,95.3798369,17.5367745
FBgn0000043,2R,6015439,6015939,-,501,3030,780,269,6047.90419,344.871795,17.5366739
FBgn0015245,X,11108232,11108732,+,501,2243,2827,722,4477.04591,255.394411,17.5299291
FBgn0003041,3L,7911704,7912204,-,501,989,14846,1673,1974.0519,112.690287,17.5174982
FBgn0039907,4,443661,444161,-,501,750,5955,509,1497.00599,85.4743913,17.5140877
FBgn0261238,3R,7123935,7124435,-,501,685,28590,2233,1367.26547,78.1042322,17.5056515
FBgn0032681,2L,18484263,18484763,-,501,2404,10550,2896,4798.40319,274.50237,17.4803708
FBgn0037852,3R,10881938,10882438,-,501,352,1617,65,702.59481,40.1978973,17.4783971
FBgn0035235,3L,1568358,1568858,-,501,1181,7796,1052,2357.28543,134.940995,17.4690088
FBgn0015577,3R,7504848,7505348,-,501,1244,10178,1447,2483.03393,142.169385,17.4653209
FBgn0046704,2L,6723653,6724153,+,501,485,7864,436,968.063872,55.4425229,17.460675
FBgn0037242,3R,4397625,4398125,-,501,906,897,93,1808.38323,103.67893,17.442148
FBgn0033257,2R,8091446,8091946,+,501,152,4253,74,303.393214,17.3994827,17.43691
FBgn0013997,3L,12146269,12146769,+,501,1086,9472,1182,2167.66467,124.788851,17.3706597
FBgn0259916,3L,8158650,8159150,-,501,262,3220,97,522.954092,30.1242236,17.3599193
FBgn0050103,2R,17493445,17493945,+,501,20,1304,3,39.9201597,2.3006135,17.3519627
FBgn0035909,3L,8534727,8535227,+,501,868,2037,204,1732.53493,100.147275,17.2998708
FBgn0037894,3R,11412272,11412772,+,501,843,2621,255,1682.63473,97.2911103,17.2948456
FBgn0262579,3L,8063624,8064124,+,501,1426,44024,7246,2846.30739,164.592041,17.2931047
FBgn0016977,2L,158782,159282,+,501,2346,43366,11747,4682.63473,270.880413,17.2867232
FBgn0003416,X,16350065,16350565,+,501,372,5168,222,742.51497,42.9566563,17.2852134
FBgn0022153,2L,4393946,4394446,+,501,552,5292,338,1101.79641,63.8699924,17.2506112
FBgn0033402,2R,9308472,9308972,-,501,834,4900,473,1664.67066,96.5306122,17.2450026
FBgn0035147,3L,648305,648805,+,501,511,1757,104,1019.96008,59.1918042,17.231441
FBgn0004363,2L,10850598,10851098,-,501,1525,2622,464,3043.91218,176.96415,17.2007279
FBgn0023477,2R,23940160,23940660,+,501,2889,705,237,5766.46707,336.170213,17.1534147
FBgn0010223,3L,16667684,16668184,-,501,106,4378,54,211.576846,12.3343993,17.1533969
FBgn0037141,3L,21941562,21942062,-,501,682,2179,173,1361.27745,79.3942175,17.1458009
FBgn0036688,3L,17024078,17024578,+,501,724,1790,151,1445.10978,84.3575419,17.1307716
FBgn0030505,X,13624495,13624995,+,501,673,38824,3047,1343.31337,78.482382,17.1161137
